Site Name ,MARIAHO
Site Number ,4
Logger ,Integrating Light Sensor
Logger Serial Number ,10958


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1281,17/12/2017 , 22:15:00,0,0
1282,17/12/2017 , 22:30:00,0,0
1283,17/12/2017 , 22:45:00,0,0
1284,17/12/2017 , 23:00:00,0,0
1285,17/12/2017 , 23:15:00,0,0
1286,17/12/2017 , 23:30:00,0,0
1287,17/12/2017 , 23:45:00,0,0
1288,17/12/2017 , 24:00:00,0,0
1289,18/12/2017 , 00:15:00,0,0
1290,18/12/2017 , 00:30:00,0,0
1291,18/12/2017 , 00:45:00,0,0
1292,18/12/2017 , 01:00:00,0,0
1293,18/12/2017 , 01:15:00,0,0
1294,18/12/2017 , 01:30:00,0,0
1295,18/12/2017 , 01:45:00,0,0
1296,18/12/2017 , 02:00:00,0,0
1297,18/12/2017 , 02:15:00,0,0
1298,18/12/2017 , 02:30:00,0,0
1299,18/12/2017 , 02:45:00,0,0
1300,18/12/2017 , 03:00:00,0,0
1301,18/12/2017 , 03:15:00,0,0
1302,18/12/2017 , 03:30:00,0,0
1303,18/12/2017 , 03:45:00,0,0
1304,18/12/2017 , 04:00:00,0,0
1305,18/12/2017 , 04:15:00,0,0
1306,18/12/2017 , 04:30:00,0,0
1307,18/12/2017 , 04:45:00,0,0
1308,18/12/2017 , 05:00:00,0,0
1309,18/12/2017 , 05:15:00,0,0
1310,18/12/2017 , 05:30:00,0,0
1311,18/12/2017 , 05:45:00,0,0
1312,18/12/2017 , 06:00:00,0,0
1313,18/12/2017 , 06:15:00,0,0
1314,18/12/2017 , 06:30:00,0,0
1315,18/12/2017 , 06:45:00,0,0
1316,18/12/2017 , 07:00:00,0,0
1317,18/12/2017 , 07:15:00,0,0
1318,18/12/2017 , 07:30:00,0,0
1319,18/12/2017 , 07:45:00,0,0
1320,18/12/2017 , 08:00:00,0,0
1321,18/12/2017 , 08:15:00,0,0
1322,18/12/2017 , 08:30:00,0,0
1323,18/12/2017 , 08:45:00,0,0
1324,18/12/2017 , 09:00:00,0,0
1325,18/12/2017 , 09:15:00,0,0
1326,18/12/2017 , 09:30:00,0,0
1327,18/12/2017 , 09:45:00,0,0
1328,18/12/2017 , 10:00:00,0,0
1329,18/12/2017 , 10:15:00,0,0
1330,18/12/2017 , 10:30:00,0,0
1331,18/12/2017 , 10:45:00,0,0
1332,18/12/2017 , 11:00:00,0,0
1333,18/12/2017 , 11:15:00,0,0
1334,18/12/2017 , 11:30:00,0,0
1335,18/12/2017 , 11:45:00,0,0
1336,18/12/2017 , 12:00:00,0,0
1337,18/12/2017 , 12:15:00,0,0
1338,18/12/2017 , 12:30:00,0,0
1339,18/12/2017 , 12:45:00,0,0
1340,18/12/2017 , 13:00:00,0,0
1341,18/12/2017 , 13:15:00,0,0
1342,18/12/2017 , 13:30:00,0,0
1343,18/12/2017 , 13:45:00,0,0
1344,18/12/2017 , 14:00:00,0,0
1345,18/12/2017 , 14:15:00,0,0
1346,18/12/2017 , 14:30:00,0,0
1347,18/12/2017 , 14:45:00,0,0
1348,18/12/2017 , 15:00:00,0,0
1349,18/12/2017 , 15:15:00,0,0
1350,18/12/2017 , 15:30:00,0,0
1351,18/12/2017 , 15:45:00,0,0
1352,18/12/2017 , 16:00:00,0,0
1353,18/12/2017 , 16:15:00,0,0
1354,18/12/2017 , 16:30:00,0,0
1355,18/12/2017 , 16:45:00,0,0
1356,18/12/2017 , 17:00:00,0,0
1357,18/12/2017 , 17:15:00,0,0
1358,18/12/2017 , 17:30:00,0,0
1359,18/12/2017 , 17:45:00,0,0
1360,18/12/2017 , 18:00:00,0,0
1361,18/12/2017 , 18:15:00,0,0
1362,18/12/2017 , 18:30:00,0,0
1363,18/12/2017 , 18:45:00,0,0
1364,18/12/2017 , 19:00:00,0,0
1365,18/12/2017 , 19:15:00,0,0
1366,18/12/2017 , 19:30:00,0,0
1367,18/12/2017 , 19:45:00,0,0
1368,18/12/2017 , 20:00:00,0,0
1369,18/12/2017 , 20:15:00,0,0
1370,18/12/2017 , 20:30:00,0,0
1371,18/12/2017 , 20:45:00,0,0
1372,18/12/2017 , 21:00:00,0,0
1373,18/12/2017 , 21:15:00,0,0
1374,18/12/2017 , 21:30:00,0,0
1375,18/12/2017 , 21:45:00,0,0
1376,18/12/2017 , 22:00:00,0,0
1377,18/12/2017 , 22:15:00,0,0
1378,18/12/2017 , 22:30:00,0,0
1379,18/12/2017 , 22:45:00,0,0
1380,18/12/2017 , 23:00:00,0,0
1381,18/12/2017 , 23:15:00,0,0
1382,18/12/2017 , 23:30:00,0,0
1383,18/12/2017 , 23:45:00,0,0
1384,18/12/2017 , 24:00:00,0,0
1385,19/12/2017 , 00:15:00,0,0
1386,19/12/2017 , 00:30:00,0,0
1387,19/12/2017 , 00:45:00,0,0
1388,19/12/2017 , 01:00:00,0,0
1389,19/12/2017 , 01:15:00,0,0
1390,19/12/2017 , 01:30:00,0,0
1391,19/12/2017 , 01:45:00,0,0
1392,19/12/2017 , 02:00:00,0,0
1393,19/12/2017 , 02:15:00,0,0
1394,19/12/2017 , 02:30:00,0,0
1395,19/12/2017 , 02:45:00,0,0
1396,19/12/2017 , 03:00:00,0,0
1397,19/12/2017 , 03:15:00,0,0
1398,19/12/2017 , 03:30:00,0,0
1399,19/12/2017 , 03:45:00,0,0
1400,19/12/2017 , 04:00:00,0,0
1401,19/12/2017 , 04:15:00,0,0
1402,19/12/2017 , 04:30:00,0,0
1403,19/12/2017 , 04:45:00,0,0
1404,19/12/2017 , 05:00:00,0,0
1405,19/12/2017 , 05:15:00,0,0
1406,19/12/2017 , 05:30:00,0,0
1407,19/12/2017 , 05:45:00,0,0
1408,19/12/2017 , 06:00:00,0,0
1409,19/12/2017 , 06:15:00,0,0
1410,19/12/2017 , 06:30:00,0,0
1411,19/12/2017 , 06:45:00,0,0
1412,19/12/2017 , 07:00:00,0,0
1413,19/12/2017 , 07:15:00,0,0
1414,19/12/2017 , 07:30:00,0,0
1415,19/12/2017 , 07:45:00,0,0
1416,19/12/2017 , 08:00:00,0,0
1417,19/12/2017 , 08:15:00,0,0
1418,19/12/2017 , 08:30:00,0,0
1419,19/12/2017 , 08:45:00,0,0
1420,19/12/2017 , 09:00:00,0,0
1421,19/12/2017 , 09:15:00,0,0
1422,19/12/2017 , 09:30:00,0,0
1423,19/12/2017 , 09:45:00,0,0
1424,19/12/2017 , 10:00:00,0,0
1425,19/12/2017 , 10:15:00,0,0
1426,19/12/2017 , 10:30:00,0,0
1427,19/12/2017 , 10:45:00,0,0
1428,19/12/2017 , 11:00:00,0,0
1429,19/12/2017 , 11:15:00,0,0
1430,19/12/2017 , 11:30:00,0,0
1431,19/12/2017 , 11:45:00,0,0
1432,19/12/2017 , 12:00:00,0,0
1433,19/12/2017 , 12:15:00,0,0
1434,19/12/2017 , 12:30:00,0,0
1435,19/12/2017 , 12:45:00,0,0
1436,19/12/2017 , 13:00:00,0,0
1437,19/12/2017 , 13:15:00,0,0
1438,19/12/2017 , 13:30:00,0,0
1439,19/12/2017 , 13:45:00,0,0
1440,19/12/2017 , 14:00:00,0,0
1441,19/12/2017 , 14:15:00,0,0
1442,19/12/2017 , 14:30:00,0,0
1443,19/12/2017 , 14:45:00,0,0
1444,19/12/2017 , 15:00:00,0,0
1445,19/12/2017 , 15:15:00,0,0
1446,19/12/2017 , 15:30:00,0,0
1447,19/12/2017 , 15:45:00,0,0
1448,19/12/2017 , 16:00:00,0,0
1449,19/12/2017 , 16:15:00,0,0
1450,19/12/2017 , 16:30:00,0,0
1451,19/12/2017 , 16:45:00,0,0
1452,19/12/2017 , 17:00:00,0,0
1453,19/12/2017 , 17:15:00,0,0
1454,19/12/2017 , 17:30:00,0,0
1455,19/12/2017 , 17:45:00,0,0
1456,19/12/2017 , 18:00:00,0,0
1457,19/12/2017 , 18:15:00,0,0
1458,19/12/2017 , 18:30:00,0,0
1459,19/12/2017 , 18:45:00,0,0
1460,19/12/2017 , 19:00:00,0,0
1461,19/12/2017 , 19:15:00,0,0
1462,19/12/2017 , 19:30:00,0,0
1463,19/12/2017 , 19:45:00,0,0
1464,19/12/2017 , 20:00:00,0,0
1465,19/12/2017 , 20:15:00,0,0
1466,19/12/2017 , 20:30:00,0,0
1467,19/12/2017 , 20:45:00,0,0
1468,19/12/2017 , 21:00:00,0,0
1469,19/12/2017 , 21:15:00,0,0
1470,19/12/2017 , 21:30:00,0,0
1471,19/12/2017 , 21:45:00,0,0
1472,19/12/2017 , 22:00:00,0,0
1473,19/12/2017 , 22:15:00,0,0
1474,19/12/2017 , 22:30:00,0,0
1475,19/12/2017 , 22:45:00,0,0
1476,19/12/2017 , 23:00:00,0,0
1477,19/12/2017 , 23:15:00,0,0
1478,19/12/2017 , 23:30:00,0,0
1479,19/12/2017 , 23:45:00,0,0
1480,19/12/2017 , 24:00:00,0,0
1481,20/12/2017 , 00:15:00,0,0
1482,20/12/2017 , 00:30:00,0,0
1483,20/12/2017 , 00:45:00,0,0
1484,20/12/2017 , 01:00:00,0,0
1485,20/12/2017 , 01:15:00,0,0
1486,20/12/2017 , 01:30:00,0,0
1487,20/12/2017 , 01:45:00,0,0
1488,20/12/2017 , 02:00:00,0,0
1489,20/12/2017 , 02:15:00,0,0
1490,20/12/2017 , 02:30:00,0,0
1491,20/12/2017 , 02:45:00,0,0
1492,20/12/2017 , 03:00:00,0,0
1493,20/12/2017 , 03:15:00,0,0
1494,20/12/2017 , 03:30:00,0,0
1495,20/12/2017 , 03:45:00,0,0
1496,20/12/2017 , 04:00:00,0,0
1497,20/12/2017 , 04:15:00,0,0
1498,20/12/2017 , 04:30:00,0,0
1499,20/12/2017 , 04:45:00,0,0
1500,20/12/2017 , 05:00:00,0,0
1501,20/12/2017 , 05:15:00,0,0
1502,20/12/2017 , 05:30:00,0,0
1503,20/12/2017 , 05:45:00,0,0
1504,20/12/2017 , 06:00:00,0,0
1505,20/12/2017 , 06:15:00,0,0
1506,20/12/2017 , 06:30:00,0,0
1507,20/12/2017 , 06:45:00,0,0
1508,20/12/2017 , 07:00:00,0,0
1509,20/12/2017 , 07:15:00,0,0
1510,20/12/2017 , 07:30:00,0,0
1511,20/12/2017 , 07:45:00,0,0
1512,20/12/2017 , 08:00:00,0,0
1513,20/12/2017 , 08:15:00,0,0
1514,20/12/2017 , 08:30:00,0,0
1515,20/12/2017 , 08:45:00,0,0
1516,20/12/2017 , 09:00:00,0,0
1517,20/12/2017 , 09:15:00,0,0
1518,20/12/2017 , 09:30:00,0,0
1519,20/12/2017 , 09:45:00,0,0
1520,20/12/2017 , 10:00:00,0,0
1521,20/12/2017 , 10:15:00,0,0
1522,20/12/2017 , 10:30:00,0,0
1523,20/12/2017 , 10:45:00,0,0
1524,20/12/2017 , 11:00:00,0,0
1525,20/12/2017 , 11:15:00,0,0
1526,20/12/2017 , 11:30:00,0,0
1527,20/12/2017 , 11:45:00,0,0
1528,20/12/2017 , 12:00:00,0,0
1529,20/12/2017 , 12:15:00,0,0
1530,20/12/2017 , 12:30:00,0,0
1531,20/12/2017 , 12:45:00,0,0
1532,20/12/2017 , 13:00:00,0,0
1533,20/12/2017 , 13:15:00,0,0
1534,20/12/2017 , 13:30:00,0,0
1535,20/12/2017 , 13:45:00,0,0
1536,20/12/2017 , 14:00:00,0,0
1537,20/12/2017 , 14:15:00,0,0
1538,20/12/2017 , 14:30:00,0,0
1539,20/12/2017 , 14:45:00,0,0
1540,20/12/2017 , 15:00:00,0,0
1541,20/12/2017 , 15:15:00,0,0
1542,20/12/2017 , 15:30:00,0,0
1543,20/12/2017 , 15:45:00,0,0
1544,20/12/2017 , 16:00:00,0,0
1545,20/12/2017 , 16:15:00,0,0
1546,20/12/2017 , 16:30:00,0,0
1547,20/12/2017 , 16:45:00,0,0
1548,20/12/2017 , 17:00:00,0,0
1549,20/12/2017 , 17:15:00,0,0
1550,20/12/2017 , 17:30:00,0,0
1551,20/12/2017 , 17:45:00,0,0
1552,20/12/2017 , 18:00:00,0,0
1553,20/12/2017 , 18:15:00,0,0
1554,20/12/2017 , 18:30:00,0,0
1555,20/12/2017 , 18:45:00,0,0
1556,20/12/2017 , 19:00:00,0,0
1557,20/12/2017 , 19:15:00,0,0
1558,20/12/2017 , 19:30:00,0,0
1559,20/12/2017 , 19:45:00,0,0
1560,20/12/2017 , 20:00:00,0,0
1561,20/12/2017 , 20:15:00,0,0
1562,20/12/2017 , 20:30:00,0,0
1563,20/12/2017 , 20:45:00,0,0
1564,20/12/2017 , 21:00:00,0,0
1565,20/12/2017 , 21:15:00,0,0
1566,20/12/2017 , 21:30:00,0,0
1567,20/12/2017 , 21:45:00,0,0
1568,20/12/2017 , 22:00:00,0,0
1569,20/12/2017 , 22:15:00,0,0
1570,20/12/2017 , 22:30:00,0,0
1571,20/12/2017 , 22:45:00,0,0
1572,20/12/2017 , 23:00:00,0,0
1573,20/12/2017 , 23:15:00,0,0
1574,20/12/2017 , 23:30:00,0,0
1575,20/12/2017 , 23:45:00,0,0
1576,20/12/2017 , 24:00:00,0,0
1577,21/12/2017 , 00:15:00,0,0
1578,21/12/2017 , 00:30:00,0,0
1579,21/12/2017 , 00:45:00,0,0
1580,21/12/2017 , 01:00:00,0,0
1581,21/12/2017 , 01:15:00,0,0
1582,21/12/2017 , 01:30:00,0,0
1583,21/12/2017 , 01:45:00,0,0
1584,21/12/2017 , 02:00:00,0,0
1585,21/12/2017 , 02:15:00,0,0
1586,21/12/2017 , 02:30:00,0,0
1587,21/12/2017 , 02:45:00,0,0
1588,21/12/2017 , 03:00:00,0,0
1589,21/12/2017 , 03:15:00,0,0
1590,21/12/2017 , 03:30:00,0,0
1591,21/12/2017 , 03:45:00,0,0
1592,21/12/2017 , 04:00:00,0,0
1593,21/12/2017 , 04:15:00,0,0
1594,21/12/2017 , 04:30:00,0,0
1595,21/12/2017 , 04:45:00,0,0
1596,21/12/2017 , 05:00:00,0,0
1597,21/12/2017 , 05:15:00,0,0
1598,21/12/2017 , 05:30:00,0,0
1599,21/12/2017 , 05:45:00,0,0
1600,21/12/2017 , 06:00:00,0,0
1601,21/12/2017 , 06:15:00,0,0
1602,21/12/2017 , 06:30:00,0,0
1603,21/12/2017 , 06:45:00,0,0
1604,21/12/2017 , 07:00:00,0,0
1605,21/12/2017 , 07:15:00,0,0
1606,21/12/2017 , 07:30:00,0,0
1607,21/12/2017 , 07:45:00,0,0
1608,21/12/2017 , 08:00:00,0,0
1609,21/12/2017 , 08:15:00,0,0
1610,21/12/2017 , 08:30:00,0,0
1611,21/12/2017 , 08:45:00,0,0
1612,21/12/2017 , 09:00:00,0,0
1613,21/12/2017 , 09:15:00,0,0
1614,21/12/2017 , 09:30:00,0,0
1615,21/12/2017 , 09:45:00,0,0
1616,21/12/2017 , 10:00:00,0,0
1617,21/12/2017 , 10:15:00,0,0
1618,21/12/2017 , 10:30:00,0,0
1619,21/12/2017 , 10:45:00,0,0
1620,21/12/2017 , 11:00:00,0,0
1621,21/12/2017 , 11:15:00,0,0
1622,21/12/2017 , 11:30:00,0,0
1623,21/12/2017 , 11:45:00,0,0
1624,21/12/2017 , 12:00:00,0,0
1625,21/12/2017 , 12:15:00,0,0
1626,21/12/2017 , 12:30:00,0,0
1627,21/12/2017 , 12:45:00,0,0
1628,21/12/2017 , 13:00:00,0,0
1629,21/12/2017 , 13:15:00,0,0
1630,21/12/2017 , 13:30:00,0,0
1631,21/12/2017 , 13:45:00,0,0
1632,21/12/2017 , 14:00:00,0,0
1633,21/12/2017 , 14:15:00,0,0
1634,21/12/2017 , 14:30:00,0,0
1635,21/12/2017 , 14:45:00,0,0
1636,21/12/2017 , 15:00:00,0,0
1637,21/12/2017 , 15:15:00,0,0
1638,21/12/2017 , 15:30:00,0,0
1639,21/12/2017 , 15:45:00,0,0
1640,21/12/2017 , 16:00:00,0,0
1641,21/12/2017 , 16:15:00,0,0
1642,21/12/2017 , 16:30:00,0,0
1643,21/12/2017 , 16:45:00,0,0
1644,21/12/2017 , 17:00:00,0,0
1645,21/12/2017 , 17:15:00,0,0
1646,21/12/2017 , 17:30:00,0,0
1647,21/12/2017 , 17:45:00,0,0
1648,21/12/2017 , 18:00:00,0,0
1649,21/12/2017 , 18:15:00,0,0
1650,21/12/2017 , 18:30:00,0,0
1651,21/12/2017 , 18:45:00,0,0
1652,21/12/2017 , 19:00:00,0,0
1653,21/12/2017 , 19:15:00,0,0
1654,21/12/2017 , 19:30:00,0,0
1655,21/12/2017 , 19:45:00,0,0
1656,21/12/2017 , 20:00:00,0,0
1657,21/12/2017 , 20:15:00,0,0
1658,21/12/2017 , 20:30:00,0,0
1659,21/12/2017 , 20:45:00,0,0
1660,21/12/2017 , 21:00:00,0,0
1661,21/12/2017 , 21:15:00,0,0
1662,21/12/2017 , 21:30:00,0,0
1663,21/12/2017 , 21:45:00,0,0
1664,21/12/2017 , 22:00:00,0,0
1665,21/12/2017 , 22:15:00,0,0
1666,21/12/2017 , 22:30:00,0,0
1667,21/12/2017 , 22:45:00,0,0
1668,21/12/2017 , 23:00:00,0,0
1669,21/12/2017 , 23:15:00,0,0
1670,21/12/2017 , 23:30:00,0,0
1671,21/12/2017 , 23:45:00,0,0
1672,21/12/2017 , 24:00:00,0,0
1673,22/12/2017 , 00:15:00,0,0
1674,22/12/2017 , 00:30:00,0,0
1675,22/12/2017 , 00:45:00,0,0
1676,22/12/2017 , 01:00:00,0,0
1677,22/12/2017 , 01:15:00,0,0
1678,22/12/2017 , 01:30:00,0,0
1679,22/12/2017 , 01:45:00,0,0
1680,22/12/2017 , 02:00:00,0,0
1681,22/12/2017 , 02:15:00,0,0
1682,22/12/2017 , 02:30:00,0,0
1683,22/12/2017 , 02:45:00,0,0
1684,22/12/2017 , 03:00:00,0,0
1685,22/12/2017 , 03:15:00,0,0
1686,22/12/2017 , 03:30:00,0,0
1687,22/12/2017 , 03:45:00,0,0
1688,22/12/2017 , 04:00:00,0,0
1689,22/12/2017 , 04:15:00,0,0
1690,22/12/2017 , 04:30:00,0,0
1691,22/12/2017 , 04:45:00,0,0
1692,22/12/2017 , 05:00:00,0,0
1693,22/12/2017 , 05:15:00,0,0
1694,22/12/2017 , 05:30:00,0,0
1695,22/12/2017 , 05:45:00,0,0
1696,22/12/2017 , 06:00:00,0,0
1697,22/12/2017 , 06:15:00,0,0
1698,22/12/2017 , 06:30:00,0,0
1699,22/12/2017 , 06:45:00,0,0
1700,22/12/2017 , 07:00:00,0,0
1701,22/12/2017 , 07:15:00,0,0
1702,22/12/2017 , 07:30:00,0,0
1703,22/12/2017 , 07:45:00,0,0
1704,22/12/2017 , 08:00:00,0,0
1705,22/12/2017 , 08:15:00,0,0
1706,22/12/2017 , 08:30:00,0,0
1707,22/12/2017 , 08:45:00,0,0
1708,22/12/2017 , 09:00:00,0,0
1709,22/12/2017 , 09:15:00,0,0
1710,22/12/2017 , 09:30:00,0,0
1711,22/12/2017 , 09:45:00,0,0
1712,22/12/2017 , 10:00:00,0,0
1713,22/12/2017 , 10:15:00,0,0
1714,22/12/2017 , 10:30:00,0,0
1715,22/12/2017 , 10:45:00,0,0
1716,22/12/2017 , 11:00:00,0,0
1717,22/12/2017 , 11:15:00,0,0
1718,22/12/2017 , 11:30:00,0,0
1719,22/12/2017 , 11:45:00,0,0
1720,22/12/2017 , 12:00:00,0,0
1721,22/12/2017 , 12:15:00,0,0
1722,22/12/2017 , 12:30:00,0,0
1723,22/12/2017 , 12:45:00,0,0
1724,22/12/2017 , 13:00:00,0,0
1725,22/12/2017 , 13:15:00,0,0
1726,22/12/2017 , 13:30:00,0,0
1727,22/12/2017 , 13:45:00,0,0
1728,22/12/2017 , 14:00:00,0,0
1729,22/12/2017 , 14:15:00,0,0
1730,22/12/2017 , 14:30:00,0,0
1731,22/12/2017 , 14:45:00,0,0
1732,22/12/2017 , 15:00:00,0,0
1733,22/12/2017 , 15:15:00,0,0
1734,22/12/2017 , 15:30:00,0,0
1735,22/12/2017 , 15:45:00,0,0
1736,22/12/2017 , 16:00:00,0,0
1737,22/12/2017 , 16:15:00,0,0
1738,22/12/2017 , 16:30:00,0,0
1739,22/12/2017 , 16:45:00,0,0
1740,22/12/2017 , 17:00:00,0,0
1741,22/12/2017 , 17:15:00,0,0
1742,22/12/2017 , 17:30:00,0,0
1743,22/12/2017 , 17:45:00,0,0
1744,22/12/2017 , 18:00:00,0,0
1745,22/12/2017 , 18:15:00,0,0
1746,22/12/2017 , 18:30:00,0,0
1747,22/12/2017 , 18:45:00,0,0
1748,22/12/2017 , 19:00:00,0,0
1749,22/12/2017 , 19:15:00,0,0
1750,22/12/2017 , 19:30:00,0,0
1751,22/12/2017 , 19:45:00,0,0
1752,22/12/2017 , 20:00:00,0,0
1753,22/12/2017 , 20:15:00,0,0
1754,22/12/2017 , 20:30:00,0,0
1755,22/12/2017 , 20:45:00,0,0
1756,22/12/2017 , 21:00:00,0,0
1757,22/12/2017 , 21:15:00,0,0
1758,22/12/2017 , 21:30:00,0,0
1759,22/12/2017 , 21:45:00,0,0
1760,22/12/2017 , 22:00:00,0,0
1761,22/12/2017 , 22:15:00,0,0
1762,22/12/2017 , 22:30:00,0,0
1763,22/12/2017 , 22:45:00,0,0
1764,22/12/2017 , 23:00:00,0,0
1765,22/12/2017 , 23:15:00,0,0
1766,22/12/2017 , 23:30:00,0,0
1767,22/12/2017 , 23:45:00,0,0
1768,22/12/2017 , 24:00:00,0,0
1769,23/12/2017 , 00:15:00,0,0
1770,23/12/2017 , 00:30:00,0,0
1771,23/12/2017 , 00:45:00,0,0
1772,23/12/2017 , 01:00:00,0,0
1773,23/12/2017 , 01:15:00,0,0
1774,23/12/2017 , 01:30:00,0,0
1775,23/12/2017 , 01:45:00,0,0
1776,23/12/2017 , 02:00:00,0,0
1777,23/12/2017 , 02:15:00,0,0
1778,23/12/2017 , 02:30:00,0,0
1779,23/12/2017 , 02:45:00,0,0
1780,23/12/2017 , 03:00:00,0,0
1781,23/12/2017 , 03:15:00,0,0
1782,23/12/2017 , 03:30:00,0,0
1783,23/12/2017 , 03:45:00,0,0
1784,23/12/2017 , 04:00:00,0,0
1785,23/12/2017 , 04:15:00,0,0
1786,23/12/2017 , 04:30:00,0,0
1787,23/12/2017 , 04:45:00,0,0
1788,23/12/2017 , 05:00:00,0,0
1789,23/12/2017 , 05:15:00,0,0
1790,23/12/2017 , 05:30:00,0,0
1791,23/12/2017 , 05:45:00,0,0
1792,23/12/2017 , 06:00:00,0,0
1793,23/12/2017 , 06:15:00,0,0
1794,23/12/2017 , 06:30:00,0,0
1795,23/12/2017 , 06:45:00,0,0
1796,23/12/2017 , 07:00:00,0,0
1797,23/12/2017 , 07:15:00,0,0
1798,23/12/2017 , 07:30:00,0,0
1799,23/12/2017 , 07:45:00,0,0
1800,23/12/2017 , 08:00:00,0,0
1801,23/12/2017 , 08:15:00,0,0
1802,23/12/2017 , 08:30:00,0,0
1803,23/12/2017 , 08:45:00,0,0
1804,23/12/2017 , 09:00:00,0,0
1805,23/12/2017 , 09:15:00,0,0
1806,23/12/2017 , 09:30:00,0,0
1807,23/12/2017 , 09:45:00,0,0
1808,23/12/2017 , 10:00:00,0,0
1809,23/12/2017 , 10:15:00,0,0
1810,23/12/2017 , 10:30:00,0,0
1811,23/12/2017 , 10:45:00,0,0
1812,23/12/2017 , 11:00:00,0,0
1813,23/12/2017 , 11:15:00,0,0
1814,23/12/2017 , 11:30:00,0,0
1815,23/12/2017 , 11:45:00,0,0
1816,23/12/2017 , 12:00:00,0,0
1817,23/12/2017 , 12:15:00,0,0
1818,23/12/2017 , 12:30:00,0,0
1819,23/12/2017 , 12:45:00,0,0
1820,23/12/2017 , 13:00:00,0,0
1821,23/12/2017 , 13:15:00,0,0
1822,23/12/2017 , 13:30:00,0,0
1823,23/12/2017 , 13:45:00,0,0
1824,23/12/2017 , 14:00:00,0,0
1825,23/12/2017 , 14:15:00,0,0
1826,23/12/2017 , 14:30:00,0,0
1827,23/12/2017 , 14:45:00,0,0
1828,23/12/2017 , 15:00:00,0,0
1829,23/12/2017 , 15:15:00,0,0
1830,23/12/2017 , 15:30:00,0,0
1831,23/12/2017 , 15:45:00,0,0
1832,23/12/2017 , 16:00:00,0,0
1833,23/12/2017 , 16:15:00,0,0
1834,23/12/2017 , 16:30:00,0,0
1835,23/12/2017 , 16:45:00,0,0
1836,23/12/2017 , 17:00:00,0,0
1837,23/12/2017 , 17:15:00,0,0
1838,23/12/2017 , 17:30:00,0,0
1839,23/12/2017 , 17:45:00,0,0
1840,23/12/2017 , 18:00:00,0,0
1841,23/12/2017 , 18:15:00,0,0
1842,23/12/2017 , 18:30:00,0,0
1843,23/12/2017 , 18:45:00,0,0
1844,23/12/2017 , 19:00:00,0,0
1845,23/12/2017 , 19:15:00,0,0
1846,23/12/2017 , 19:30:00,0,0
1847,23/12/2017 , 19:45:00,0,0
1848,23/12/2017 , 20:00:00,0,0
1849,23/12/2017 , 20:15:00,0,0
1850,23/12/2017 , 20:30:00,0,0
1851,23/12/2017 , 20:45:00,0,0
1852,23/12/2017 , 21:00:00,0,0
1853,23/12/2017 , 21:15:00,0,0
1854,23/12/2017 , 21:30:00,0,0
1855,23/12/2017 , 21:45:00,0,0
1856,23/12/2017 , 22:00:00,0,0
1857,23/12/2017 , 22:15:00,0,0
1858,23/12/2017 , 22:30:00,0,0
1859,23/12/2017 , 22:45:00,0,0
1860,23/12/2017 , 23:00:00,0,0
1861,23/12/2017 , 23:15:00,0,0
1862,23/12/2017 , 23:30:00,0,0
1863,23/12/2017 , 23:45:00,0,0
1864,23/12/2017 , 24:00:00,0,0
1865,24/12/2017 , 00:15:00,0,0
1866,24/12/2017 , 00:30:00,0,0
1867,24/12/2017 , 00:45:00,0,0
1868,24/12/2017 , 01:00:00,0,0
1869,24/12/2017 , 01:15:00,0,0
1870,24/12/2017 , 01:30:00,0,0
1871,24/12/2017 , 01:45:00,0,0
1872,24/12/2017 , 02:00:00,0,0
1873,24/12/2017 , 02:15:00,0,0
1874,24/12/2017 , 02:30:00,0,0
1875,24/12/2017 , 02:45:00,0,0
1876,24/12/2017 , 03:00:00,0,0
1877,24/12/2017 , 03:15:00,0,0
1878,24/12/2017 , 03:30:00,0,0
1879,24/12/2017 , 03:45:00,0,0
1880,24/12/2017 , 04:00:00,0,0
1881,24/12/2017 , 04:15:00,0,0
1882,24/12/2017 , 04:30:00,0,0
1883,24/12/2017 , 04:45:00,0,0
1884,24/12/2017 , 05:00:00,0,0
1885,24/12/2017 , 05:15:00,0,0
1886,24/12/2017 , 05:30:00,0,0
1887,24/12/2017 , 05:45:00,0,0
1888,24/12/2017 , 06:00:00,0,0
1889,24/12/2017 , 06:15:00,0,0
1890,24/12/2017 , 06:30:00,0,0
1891,24/12/2017 , 06:45:00,0,0
1892,24/12/2017 , 07:00:00,0,0
1893,24/12/2017 , 07:15:00,0,0
1894,24/12/2017 , 07:30:00,0,0
1895,24/12/2017 , 07:45:00,0,0
1896,24/12/2017 , 08:00:00,0,0
1897,24/12/2017 , 08:15:00,0,0
1898,24/12/2017 , 08:30:00,0,0
1899,24/12/2017 , 08:45:00,0,0
1900,24/12/2017 , 09:00:00,0,0
1901,24/12/2017 , 09:15:00,0,0
1902,24/12/2017 , 09:30:00,0,0
1903,24/12/2017 , 09:45:00,0,0
1904,24/12/2017 , 10:00:00,0,0
1905,24/12/2017 , 10:15:00,0,0
1906,24/12/2017 , 10:30:00,0,0
1907,24/12/2017 , 10:45:00,0,0
1908,24/12/2017 , 11:00:00,0,0
1909,24/12/2017 , 11:15:00,0,0
1910,24/12/2017 , 11:30:00,0,0
1911,24/12/2017 , 11:45:00,0,0
